agent,original_filename,filepath,extracted_title,suggested_name,confidence,extraction_status,approved
Agriculture,National-Irrigation-Authority-2022_2023.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/National-Irrigation-Authority-2022_2023.pdf,National Irrigation Authority,2023-Annual-Report-NIA-Irrigation-Authority.pdf,LOW,failed,
Agriculture,National-Livestock-Agenda-Jan-30_01_2026-Final.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/National-Livestock-Agenda-Jan-30_01_2026-Final.pdf,JSON parse error: Expecting value: line 1 column 1 (char 0),National-Livestock-Agenda-Jan-30_01_2026-Final.pdf,LOW,partial,
Agriculture,National_DEW_Bulletin_January_202620260217011002.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/National_DEW_Bulletin_January_202620260217011002.pdf,National Drought Early Warning Bulletin,2026-Bulletin-NDMA-Drought-Warning.pdf,HIGH,ok,
Agriculture,National_Drought_Early_Warning_Bulletin_August_202520250922094134.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/National_Drought_Early_Warning_Bulletin_August_202520250922094134.pdf,National Drought Early Warning Bulletin,2025-Bulletin-National-Drought-Management-Authority-Drought-Warning.pdf,HIGH,ok,
Agriculture,OND_2025_Seasonal_Weather_Forecast.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/OND_2025_Seasonal_Weather_Forecast.pdf,RAINFALL OUTLOOK FOR THE OCTOBER-NOVEMBER-DECEMBER (OND) 2025,2025-Research-Report-KMD-Weather-Forecast.pdf,HIGH,partial,
Agriculture,Public-Consultation-Documents-on-the-Draft-Seeds-and-Plant-Varieties.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/Public-Consultation-Documents-on-the-Draft-Seeds-and-Plant-Varieties.pdf,Public Consultation Documents on the Draft Seeds and Plant Varieties,2023-Regulations-AFA-Draft-Seeds-Regulations.pdf,HIGH,ok,
Agriculture,Pyrethrum-Repeal-Bill-2023-July-.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/Pyrethrum-Repeal-Bill-2023-July-.pdf,"The Pyrethrum (Repeal) Bill, 2023",2023-Bill-Ministry-Of-Agriculture-Pyrethrum-Repeal.pdf,HIGH,ok,
Agriculture,Q4-BULLETIN-25-FINALEagricultureandfoodauth.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/Q4-BULLETIN-25-FINALEagricultureandfoodauth.pdf,AGRICULTURE AND FOOD AUTHORITY QUARTER 2024/2025,2024-Bulletin-AFA-Agriculture-And-Food.pdf,HIGH,ok,
Agriculture,Regulatory-Impact-Assessment-RIA-2022-EDITED-18032022.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/Regulatory-Impact-Assessment-RIA-2022-EDITED-18032022.pdf,"REGULATORY IMPACT ASSESSMENT FOR THE MARINE FISHERIES (ACCESS AND DEVELOPMENT) REGULATIONS, 2022",2022-Assessment-Ministry-Of-Agriculture-Marine-Fisheries.pdf,HIGH,partial,
Agriculture,Roots-and-Tuber-Crops-Strategy-2019-2022-1.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/Roots-and-Tuber-Crops-Strategy-2019-2022-1.pdf,NATIONAL ROOT AND TUBER CROPS DEVELOPMENT STRATEGY 2019-2022,2019-Strategic-Plan-MoALF-Roots-Tuber-Strategy.pdf,HIGH,ok,
Agriculture,SRI_CONTENT_2022-23_KALRO_ANNUAL_REPORT.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/SRI_CONTENT_2022-23_KALRO_ANNUAL_REPORT.pdf,"Sugar Research Institute Annual Report, 2022/2023",2023-Annual-Report-KALRO-Sugar-Research-v1.pdf,HIGH,partial,
Agriculture,Strategic-Plan-for-MOALF-for-2018-2022.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/Strategic-Plan-for-MOALF-for-2018-2022.pdf,STRATEGIC PLAN,2018-Strategic-Plan-MOALF-Strategic-Plan.pdf,HIGH,partial,
Agriculture,afa-first-quarter-e-bulletin-2023-2024.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/afa-first-quarter-e-bulletin-2023-2024.pdf,AFA First Quarter E-Bulletin 2023/24,2024-Bulletin-AFA-First-Quarter-v1.pdf,HIGH,partial,
Agriculture,eu deforestation regulation-KH0923474ENN.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/eu deforestation regulation-KH0923474ENN.pdf,EU Deforestation Regulation: an opportunity for smallholders,2023-Policy-EU-Deforestation-Regulation.pdf,HIGH,partial,
Agriculture,nationallandusepolicy2017.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/nationallandusepolicy2017.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,nationallandusepolicy2017.pdf,LOW,ok,
Agriculture,q4-bulletin-final.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/q4-bulletin-final.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,q4-bulletin-final.pdf,LOW,ok,
Agriculture,reviewed-draft-National-Agriculture-Insurance-Policy-29-04-2021-with-comments-1.pdf,/home/darwin/PRES/Executive/Agriculture/data/raw/reviewed-draft-National-Agriculture-Insurance-Policy-29-04-2021-with-comments-1.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,reviewed-draft-National-Agriculture-Insurance-Policy-29-04-2021-with-comments-1.pdf,LOW,ok,
ICT,2020-2021-Audited-Financial-Statements.pdf,/home/darwin/PRES/Executive/ICT/data/raw/2020-2021-Audited-Financial-Statements.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2020-2021-Audited-Financial-Statements.pdf,LOW,failed,
ICT,2022 Kenya IGF report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/2022 Kenya IGF report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2022-Kenya-IGF-report.pdf,LOW,ok,
ICT,2023-2024-Audited-Financial-Statements.pdf,/home/darwin/PRES/Executive/ICT/data/raw/2023-2024-Audited-Financial-Statements.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2023-2024-Audited-Financial-Statements.pdf,LOW,failed,
ICT,2024-2025-Audited-Financial-Statements.pdf,/home/darwin/PRES/Executive/ICT/data/raw/2024-2025-Audited-Financial-Statements.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2024-2025-Audited-Financial-Statements.pdf,LOW,failed,
ICT,Africa Tech Policy Summit 2025 Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Africa Tech Policy Summit 2025 Report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Africa-Tech-Policy-Summit-2025-Report.pdf,LOW,ok,
ICT,Audience Measurement and Industry Trends Report October to December 2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Audience Measurement and Industry Trends Report October to December 2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Audience-Measurement-and-Industry-Trends-Report-October-to-December-2025.pdf,LOW,partial,
ICT,CA-Annual-Report-2022-2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/CA-Annual-Report-2022-2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,CA-Annual-Report-2022-2023.pdf,LOW,ok,
ICT,CA-Annual-Report-2023-2024.pdf,/home/darwin/PRES/Executive/ICT/data/raw/CA-Annual-Report-2023-2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,CA-Annual-Report-2023-2024.pdf,LOW,partial,
ICT,Computer Misuse and Cybercrimes.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Computer Misuse and Cybercrimes.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Computer-Misuse-and-Cybercrimes.pdf,LOW,ok,
ICT,Dalberg-Implementation-of-the-Ajira-Digital-Program_Report_VF_20211207.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Dalberg-Implementation-of-the-Ajira-Digital-Program_Report_VF_20211207.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Dalberg-Implementation-of-the-Ajira-Digital-Program_Report_VF_20211207.pdf,LOW,ok,
ICT,Data Protection Act.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Data Protection Act.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Data-Protection-Act.pdf,LOW,ok,
ICT,Draft National Addressing Bill 2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Draft National Addressing Bill 2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Draft-National-Addressing-Bill-2023.pdf,LOW,ok,
ICT,Draft National Addressing Policy.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Draft National Addressing Policy.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Draft-National-Addressing-Policy.pdf,LOW,partial,
ICT,EAIGF-2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/EAIGF-2019.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EAIGF-2019.pdf,LOW,partial,
ICT,Executive Report County ICT survey 25.08.2020.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Executive Report County ICT survey 25.08.2020.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Executive-Report-County-ICT-survey-25.08.2020.pdf,LOW,ok,
ICT,FinAccess Household Survey Report 2024.pdf,/home/darwin/PRES/Executive/ICT/data/raw/FinAccess Household Survey Report 2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,FinAccess-Household-Survey-Report-2024.pdf,LOW,ok,
ICT,Forensic Audit Report on National Optic Fibre Backbone Infrastructure and IP Based HIPATH 4000 Network Projects from the Auditor-General for August 2022.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Forensic Audit Report on National Optic Fibre Backbone Infrastructure and IP Based HIPATH 4000 Network Projects from the Auditor-General for August 2022.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Forensic-Audit-Report-on-National-Optic-Fibre-Backbone-Infrastructure-and-IP-Based-HIPATH-4000-Network-Projects-from-the-Auditor-General-for-August-2022.pdf,LOW,failed,
ICT,Global Geopolitics and the Future of Digital Rights Funding Donor Roundtable Report May 12 2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Global Geopolitics and the Future of Digital Rights Funding Donor Roundtable Report May 12 2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Global-Geopolitics-and-the-Future-of-Digital-Rights-Funding-Donor-Roundtable-Report-May-12-2025.pdf,LOW,ok,
ICT,Implementing-Huduma-Namba-Report-22.10.2020.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Implementing-Huduma-Namba-Report-22.10.2020.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Implementing-Huduma-Namba-Report-22.10.2020.pdf,LOW,ok,
ICT,Invest-Kenya-BPO-Sector-Pack.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Invest-Kenya-BPO-Sector-Pack.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Invest-Kenya-BPO-Sector-Pack.pdf,LOW,ok,
ICT,KENYA-IGF-REPORT-2021.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KENYA-IGF-REPORT-2021.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KENYA-IGF-REPORT-2021.pdf,LOW,partial,
ICT,KICTANET-2022-ANNUAL-REPORT.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANET-2022-ANNUAL-REPORT.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANET-2022-ANNUAL-REPORT.pdf,LOW,ok,
ICT,KICTANET-State-of-ICT-Report-2017.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANET-State-of-ICT-Report-2017.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANET-State-of-ICT-Report-2017.pdf,LOW,ok,
ICT,KICTANet Quarterly Spotlight Report - Jan-Mar2023_compressed.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet Quarterly Spotlight Report - Jan-Mar2023_compressed.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANet-Quarterly-Spotlight-Report---Jan-Mar2023_compressed.pdf,LOW,ok,
ICT,KICTANet election observer report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet election observer report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANet-election-observer-report.pdf,LOW,ok,
ICT,KICTANet-10-years-report-2007-2016.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet-10-years-report-2007-2016.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANet-10-years-report-2007-2016.pdf,LOW,partial,
ICT,KICTANet_Annual_Report_2016.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet_Annual_Report_2016.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANet_Annual_Report_2016.pdf,LOW,ok,
ICT,KIGF 2017 final V.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KIGF 2017 final V.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KIGF-2017-final-V.pdf,LOW,ok,
ICT,KIGF-2018-report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KIGF-2018-report.pdf,Report of the 11th Kenyan IGF,2018-IGF-Report-KIGF-2018.pdf,HIGH,ok,
ICT,KeIGF 2023 social media Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KeIGF 2023 social media Report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KeIGF-2023-social-media-Report.pdf,LOW,ok,
ICT,Kenya AI Strategy 2025 - 2030.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya AI Strategy 2025 - 2030.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-AI-Strategy-2025---2030.pdf,LOW,ok,
ICT,Kenya Digital Masterplan 2022-2032 Online Version.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya Digital Masterplan 2022-2032 Online Version.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Digital-Masterplan-2022-2032-Online-Version.pdf,LOW,partial,
ICT,Kenya IGF report 2024.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya IGF report 2024.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-IGF-report-2024.pdf,LOW,ok,
ICT,Kenya Internet Governance Forum 2023 Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya Internet Governance Forum 2023 Report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Internet-Governance-Forum-2023-Report.pdf,LOW,ok,
ICT,Kenya-Digital-Readiness-Study.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-Digital-Readiness-Study.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Digital-Readiness-Study.pdf,LOW,partial,
ICT,Kenya-IGF-2020-report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-IGF-2020-report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-IGF-2020-report.pdf,LOW,ok,
ICT,Kenya-Internet-Governance-Forum-Report-2016.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-Internet-Governance-Forum-Report-2016.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-Internet-Governance-Forum-Report-2016.pdf,LOW,ok,
ICT,Kenya-youth-IGF-2021.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-youth-IGF-2021.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya-youth-IGF-2021.pdf,LOW,ok,
ICT,Kenya_Digital_Economy_2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya_Digital_Economy_2019.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya_Digital_Economy_2019.pdf,LOW,ok,
ICT,Kenya_s_Second_National_Cybersecurity_Strategy_1665382389.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya_s_Second_National_Cybersecurity_Strategy_1665382389.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Kenya_s_Second_National_Cybersecurity_Strategy_1665382389.pdf,LOW,partial,
ICT,Konza-Technopolis-Abridged-Strategic-Plan-1.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Konza-Technopolis-Abridged-Strategic-Plan-1.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Konza-Technopolis-Abridged-Strategic-Plan-1.pdf,LOW,ok,
ICT,Mobile-Payments-v1.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Mobile-Payments-v1.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Mobile-Payments-v1.pdf,LOW,partial,
ICT,Mobile-Payments-v2.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Mobile-Payments-v2.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Mobile-Payments-v2.pdf,LOW,partial,
ICT,National E-Commerce Strategy  2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National E-Commerce Strategy  2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,National-E-Commerce-Strategy-2023.pdf,LOW,partial,
ICT,National-Broadband-Strategy-2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National-Broadband-Strategy-2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,National-Broadband-Strategy-2023.pdf,LOW,ok,
ICT,National-ICT-Policy-Guidelines-2020.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National-ICT-Policy-Guidelines-2020.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,National-ICT-Policy-Guidelines-2020.pdf,LOW,failed,
ICT,Report on the Advocacy Engagement on Digital Rights in Kenya and the UPR.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Report on the Advocacy Engagement on Digital Rights in Kenya and the UPR.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Report-on-the-Advocacy-Engagement-on-Digital-Rights-in-Kenya-and-the-UPR.pdf,LOW,ok,
ICT,THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,/home/darwin/PRES/Executive/ICT/data/raw/THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,LOW,ok,
ICT,The National Addressing Bill 2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/The National Addressing Bill 2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,The-National-Addressing-Bill-2023.pdf,LOW,ok,
ICT,The-National ICT Masterplan.pdf,/home/darwin/PRES/Executive/ICT/data/raw/The-National ICT Masterplan.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,The-National-ICT-Masterplan.pdf,LOW,ok,
ICT,_KICTANet - 2024 Annual Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/_KICTANet - 2024 Annual Report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANet---2024-Annual-Report.pdf,LOW,partial,
ICT,_KICTANet Q2 2025 Spotlight Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/_KICTANet Q2 2025 Spotlight Report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,KICTANet-Q2-2025-Spotlight-Report.pdf,LOW,partial,
ICT,a-Safer-Web-for-Women.pdf,/home/darwin/PRES/Executive/ICT/data/raw/a-Safer-Web-for-Women.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,a-Safer-Web-for-Women.pdf,LOW,ok,
ICT,digitalskillsforafricaworldbank.pdf,/home/darwin/PRES/Executive/ICT/data/raw/digitalskillsforafricaworldbank.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,digitalskillsforafricaworldbank.pdf,LOW,partial,
ICT,globalstrategydigitalhealthwho.pdf,/home/darwin/PRES/Executive/ICT/data/raw/globalstrategydigitalhealthwho.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,globalstrategydigitalhealthwho.pdf,LOW,partial,
ICT,kenya-IGF-report-2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/kenya-IGF-report-2019.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,kenya-IGF-report-2019.pdf,LOW,ok,
ICT,ncsc-annual-review-2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/ncsc-annual-review-2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,ncsc-annual-review-2025.pdf,LOW,ok,
Infastructure,1st-Revised-Maintenance-CAPP-2024-2025-HQS-Regions-.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/1st-Revised-Maintenance-CAPP-2024-2025-HQS-Regions-.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,1st-Revised-Maintenance-CAPP-2024-2025-HQS-Regions-.pdf,LOW,partial,
Infastructure,2019-2020 ANNUAL REPORT FINAL.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2019-2020 ANNUAL REPORT FINAL.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2019-2020-ANNUAL-REPORT-FINAL.pdf,LOW,ok,
Infastructure,2020-2021- Ketraco annual report- FINAL FOR PRINTING -June 26.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2020-2021- Ketraco annual report- FINAL FOR PRINTING -June 26.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2020-2021--Ketraco-annual-report--FINAL-FOR-PRINTING--June-26.pdf,LOW,ok,
Infastructure,2022-2023 ANNUAL REPORT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2022-2023 ANNUAL REPORT.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2022-2023-ANNUAL-REPORT.pdf,LOW,ok,
Infastructure,2023-2024 KETRACO Annual Financial Report (For Web).pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2023-2024 KETRACO Annual Financial Report (For Web).pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,2023-2024-KETRACO-Annual-Financial-Report-(For-Web).pdf,LOW,ok,
Infastructure,23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,LOW,ok,
Infastructure,Alternative-Business-and-Partnerships-Booklet.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Alternative-Business-and-Partnerships-Booklet.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Alternative-Business-and-Partnerships-Booklet.pdf,LOW,failed,
Infastructure,Annual Report 2016-2017.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2016-2017.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Annual-Report-2016-2017.pdf,LOW,ok,
Infastructure,Annual Report 2017-2018_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2017-2018_0.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Annual-Report-2017-2018_0.pdf,LOW,ok,
Infastructure,Annual Report 2018-2019_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2018-2019_0.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Annual-Report-2018-2019_0.pdf,LOW,ok,
Infastructure,BUS-RAPID-TRANSPORT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/BUS-RAPID-TRANSPORT.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,BUS-RAPID-TRANSPORT.pdf,LOW,partial,
Infastructure,EPRA Energy and Petroleum Statistics Report FY 2023-2024_2.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA Energy and Petroleum Statistics Report FY 2023-2024_2.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRA-Energy-and-Petroleum-Statistics-Report-FY-2023-2024_2.pdf,LOW,ok,
Infastructure,EPRA Statistics Report - January - December 2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA Statistics Report - January - December 2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRA-Statistics-Report---January---December-2023.pdf,LOW,ok,
Infastructure,EPRA.Biannual Statistics Report 2025-2026_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA.Biannual Statistics Report 2025-2026_0.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRA.Biannual-Statistics-Report-2025-2026_0.pdf,LOW,ok,
Infastructure,EPRA.Statistics-Report-June-2025-Web.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA.Statistics-Report-June-2025-Web.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRA.Statistics-Report-June-2025-Web.pdf,LOW,ok,
Infastructure,EPRABi-Annual Energy & Petroleum Statistics Report 2024_2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRABi-Annual Energy & Petroleum Statistics Report 2024_2025.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRABi-Annual-Energy--Petroleum-Statistics-Report-2024_2025.pdf,LOW,ok,
Infastructure,EPRAEnergy Statistics Report 2020.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAEnergy Statistics Report 2020.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRAEnergy-Statistics-Report-2020.pdf,LOW,partial,
Infastructure,EPRAEnergy and Petroleum Stats Report 2022.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAEnergy and Petroleum Stats Report 2022.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRAEnergy-and-Petroleum-Stats-Report-2022.pdf,LOW,ok,
Infastructure,EPRAPetroleum-Report on LPG Depot Safety_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAPetroleum-Report on LPG Depot Safety_0.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,EPRAPetroleum-Report-on-LPG-Depot-Safety_0.pdf,LOW,partial,
Infastructure,Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,LOW,failed,
Infastructure,Energy-and-Petroleum-Statistics-Report.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Energy-and-Petroleum-Statistics-Report.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Energy-and-Petroleum-Statistics-Report.pdf,LOW,ok,
Infastructure,Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,API error: Error code: 429 - {'error': {'message': 'Rate limit reached ,Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,LOW,partial,
